URLLength,IsDomainIP,HasObfuscation,NoOfSubDomain,IsHTTPS,URLSimilarityIndex,NoOfEqualsInURL,NoOfQMarkInURL,SpacialCharRatioInURL,DomainLength,TLDLegitimateProb,CharContinuationRate,URLCharProb,TLDLength,NoOfiFrame,NoOfPopup,HasHiddenFields,NoOfSelfRedirect,HasExternalFormSubmit,HasSubmitButton,HasPasswordField,HasSocialNet
22,0,0,2,1,59.0909,0,0,0.2727,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
48,0,0,1,0,75.0,0,0,0.1042,41,0.5,0.1489,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
59,0,0,3,0,83.0508,0,0,0.1695,51,0.5,0.1034,1.0,4,0,0,0,0,0,0,0,0
65,0,0,1,1,86.1538,0,0,0.1231,56,0.8,0.5938,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,77.4194,0,0,0.1613,23,0.95,0.1333,1.0,3,2,1,0,75,0,1,0,1
28,0,0,2,1,57.1429,0,0,0.2143,20,0.5,0.1481,1.0,2,0,0,0,0,0,0,0,0
38,0,0,2,0,78.9474,0,0,0.1579,31,0.5,0.1892,1.0,3,0,0,0,0,0,0,0,0
115,0,0,1,1,93.913,0,0,0.0783,20,0.5,0.0263,1.0,5,0,0,0,0,0,0,0,0
35,0,0,1,1,80.0,0,0,0.1429,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,0,73.913,0,0,0.2174,16,0.3,0.1818,1.0,3,0,0,0,0,0,0,0,0
32,0,0,3,0,71.875,0,0,0.2188,25,0.5,0.129,1.0,2,1,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.9,0.2083,1.0,3,0,0,0,26,0,1,0,0
27,0,0,1,1,59.2593,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,0,52.1739,0,0,0.2174,16,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
45,0,0,2,1,86.6667,0,0,0.1556,36,0.8,0.0455,1.0,2,0,0,0,0,0,0,0,0
41,0,0,1,1,80.4878,0,0,0.122,33,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
31,0,0,2,0,80.6452,0,0,0.1935,24,0.5,0.1667,1.0,4,0,0,0,0,0,0,0,0
37,0,0,1,1,54.0541,0,0,0.1892,28,0.95,0.0833,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,62.069,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,68.5714,0,0,0.1714,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
30,0,0,2,0,63.3333,0,0,0.2,23,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
179,0,0,3,0,96.648,3,1,0.1006,48,0.5,0.0506,1.0,2,0,0,0,0,0,0,0,0
20,0,0,1,1,65.0,0,0,0.25,12,0.9,0.2105,1.0,3,0,0,0,0,0,0,0,0
25,0,0,2,0,64.0,0,0,0.24,18,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,0,50.0,0,0,0.2273,15,0.95,0.2381,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,64.0,0,0,0.2,18,0.85,0.2083,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.1724,21,0.9,0.1786,1.0,3,0,0,0,0,0,0,0,0
34,0,0,1,0,70.5882,0,0,0.1471,27,0.95,0.1212,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,55.1724,0,0,0.2069,21,0.5,0.1429,1.0,2,0,0,0,0,0,0,0,0
100,0,0,0,1,94.0,0,0,0.08,7,0.5,0.0505,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
37,0,0,1,1,75.6757,0,0,0.1622,28,0.5,0.1389,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,82.7586,0,0,0.1724,21,0.5,0.1429,1.0,2,0,0,0,0,0,0,0,0
34,0,0,1,1,73.5294,0,0,0.1765,25,0.95,0.1515,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.2174,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,0,61.9048,0,0,0.2381,14,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.95,0.1905,1.0,3,1,0,1,13,1,1,1,1
38,0,0,1,1,73.6842,0,0,0.1579,29,0.95,0.0811,1.0,3,0,0,0,0,0,0,0,0
40,0,0,1,0,70.0,0,0,0.2,32,0.35,0.1026,1.0,4,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,82.0513,0,0,0.1538,31,0.5,0.0526,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.9,0.1818,1.0,3,0,0,0,53,0,1,0,1
55,0,0,2,1,83.6364,0,0,0.1818,47,0.8,0.0741,1.0,2,0,0,0,0,0,0,0,0
61,0,0,1,0,85.2459,1,1,0.2295,10,0.5,0.0333,0.9672,2,0,0,0,0,0,0,0,0
27,0,0,3,0,77.7778,0,0,0.2593,20,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.1852,19,0.95,0.1923,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
36,0,0,2,0,75.0,0,0,0.1667,29,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
18,0,0,1,1,61.1111,0,0,0.2778,10,0.85,0.2353,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,82.8571,0,0,0.1714,27,0.85,0.1765,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,60.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,79.3103,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,75.0,0,0,0.1944,27,0.5,0.0571,1.0,2,0,0,0,0,0,0,0,0
38,0,0,1,1,78.9474,0,0,0.1316,30,0.95,0.1081,1.0,3,1,0,0,40,0,1,0,1
82,0,0,1,1,97.561,0,0,0.122,20,0.95,0.0741,1.0,3,0,0,0,0,0,0,0,0
30,0,0,2,1,56.6667,0,0,0.2,22,0.9,0.1379,1.0,2,0,0,0,0,0,0,0,0
39,0,0,1,1,74.359,0,0,0.1282,31,0.5,0.1316,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,70.8333,0,0,0.2083,16,0.95,0.1739,1.0,3,3,0,1,0,1,1,0,1
26,0,0,1,1,65.3846,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,133,0,1,0,0
85,0,0,2,1,87.0588,0,0,0.0941,76,0.95,0.0357,1.0,3,0,0,0,0,0,0,0,0
78,0,0,2,0,79.4872,0,0,0.1282,44,0.5,0.026,1.0,2,0,0,0,0,0,0,0,0
63,0,0,5,0,88.8889,0,0,0.1587,53,0.3,0.0968,1.0,3,0,0,0,0,0,0,0,0
40,0,0,1,1,75.0,0,0,0.15,32,0.95,0.1282,1.0,3,0,1,0,0,0,1,0,1
30,0,0,1,1,73.3333,0,0,0.2,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
33,0,0,1,1,66.6667,0,0,0.1818,24,0.5,0.0938,1.0,3,0,0,0,0,0,0,0,0
18,0,0,1,1,66.6667,0,0,0.2778,10,0.5,0.2353,1.0,2,0,0,0,0,0,0,0,0
27,0,0,1,1,66.6667,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
142,0,0,1,1,96.4789,2,1,0.1549,30,0.95,0.0638,1.0,3,0,0,0,0,0,0,0,0
29,0,0,2,0,58.6207,0,0,0.2069,22,0.5,0.1786,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,45.8333,0,0,0.2083,16,0.95,0.2174,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,0,62.963,0,0,0.2222,20,0.9,0.2308,1.0,2,0,0,0,0,0,0,0,0
25,0,0,2,0,76.0,0,0,0.24,18,0.5,0.1667,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,67.8571,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,60.0,0,0,0.25,12,0.95,0.2105,1.0,3,0,0,0,0,0,0,0,0
34,0,0,2,1,70.5882,0,0,0.1765,26,0.9,0.1212,1.0,2,0,0,0,0,0,0,0,0
32,0,0,1,1,68.75,0,0,0.1875,24,0.95,0.1613,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
45,0,0,1,1,91.1111,0,0,0.1111,37,0.95,0.1364,1.0,3,0,0,0,0,0,0,0,0
56,0,0,2,1,82.1429,0,0,0.1964,47,0.8,0.0364,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,72.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
23,0,0,2,1,69.5652,0,0,0.2609,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
20,0,0,0,1,60.0,0,0,0.25,6,0.5,0.1579,1.0,2,0,0,0,0,0,0,0,0
22,0,0,0,1,50.0,0,0,0.2273,13,0.5,0.0952,1.0,4,0,0,0,0,0,0,0,0
26,0,0,1,0,53.8462,0,0,0.1923,19,0.35,0.16,1.0,3,0,0,0,0,0,0,0,0
56,0,0,3,0,69.6429,0,0,0.2143,26,0.5,0.0545,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,77.4194,0,0,0.1935,22,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,44.4444,0,0,0.1852,19,0.88,0.1538,1.0,2,2,0,1,4,0,1,0,1
28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
18,0,0,0,0,50.0,0,0,0.2778,10,0.95,0.1765,1.0,3,0,0,0,0,0,0,0,0
37,0,0,1,1,83.7838,0,0,0.1351,29,0.95,0.1111,1.0,3,1,0,0,6,0,1,0,1
23,0,0,1,0,52.1739,0,0,0.2174,16,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,75.8621,0,0,0.1724,21,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.9,0.1818,1.0,3,0,0,0,0,0,0,0,0
98,0,0,3,1,87.7551,0,0,0.2143,49,0.5,0.0515,1.0,4,0,0,0,0,0,0,0,0
35,0,0,1,0,74.2857,0,0,0.1429,28,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
19,0,0,1,1,57.8947,0,0,0.2632,11,0.88,0.2222,1.0,2,0,0,0,0,0,0,0,0
26,0,0,2,1,65.3846,0,0,0.2692,18,0.5,0.2,1.0,2,2,0,1,1,1,1,0,1
26,0,0,1,1,65.3846,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
25,0,0,0,1,64.0,0,0,0.24,4,0.5,0.0833,1.0,2,0,0,0,0,0,0,0,0
23,0,0,1,0,73.913,0,0,0.2174,16,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,68.1818,0,0,0.2273,14,0.9,0.1905,1.0,3,0,0,0,0,0,0,0,0
18,0,0,0,0,50.0,0,0,0.2222,11,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
97,0,0,1,0,93.8144,0,0,0.1546,19,0.95,0.0521,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2174,15,0.5,0.1818,1.0,2,0,0,0,0,0,0,0,0
39,0,0,1,1,82.0513,0,0,0.1795,30,0.95,0.1053,1.0,3,0,0,0,0,0,0,0,0
30,0,0,2,1,60.0,0,0,0.2,22,0.9,0.1379,1.0,2,0,2,0,30,0,0,0,0
28,0,0,1,0,71.4286,0,0,0.1786,21,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
209,0,0,1,1,97.1292,2,1,0.0909,30,0.5,0.0433,0.9904,3,0,0,0,0,0,0,0,0
31,0,0,1,1,58.0645,0,0,0.1935,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,68.0,0,0,0.2,17,0.95,0.1667,1.0,3,0,0,0,0,0,0,0,0
460,1,0,2,0,100.0,10,3,0.1435,13,0.5,0.037,0.9804,3,0,0,0,0,0,0,0,0
40,0,0,2,0,80.0,0,0,0.175,33,0.95,0.1282,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,54.1667,0,0,0.2083,16,0.9,0.1739,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,0,73.3333,0,0,0.1667,23,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,60.7143,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,81.4815,0,0,0.1852,19,0.5,0.1923,1.0,2,1,0,0,1,0,1,0,1
29,0,0,1,1,79.3103,0,0,0.1724,21,0.95,0.1786,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,70.0,0,0,0.1667,22,0.95,0.2069,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,52.1739,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
26,0,0,3,1,61.5385,0,0,0.2692,18,0.88,0.16,1.0,2,0,0,0,0,0,0,0,0
46,0,0,1,0,76.087,0,0,0.1957,17,0.5,0.0889,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,0,76.6667,0,0,0.1667,23,0.95,0.1724,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,67.7419,0,0,0.1935,23,0.5,0.1333,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,76.9231,0,0,0.1923,18,0.95,0.16,1.0,3,3,8,0,106,0,1,1,1
32,0,0,0,1,81.25,0,0,0.1562,23,0.95,0.0645,1.0,3,0,0,0,0,0,0,0,0
51,0,0,0,1,74.5098,0,0,0.1176,16,0.5,0.1,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,79.3103,0,0,0.1724,21,0.9,0.1429,1.0,3,0,0,0,0,0,0,0,0
85,0,0,1,1,87.0588,0,0,0.1176,16,0.95,0.119,1.0,3,0,0,0,0,0,0,0,0
32,0,0,1,1,71.875,0,0,0.1562,24,0.5,0.1613,1.0,2,0,0,0,0,0,0,0,0
26,0,0,1,1,57.6923,0,0,0.1923,18,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
31,0,0,1,1,70.9677,0,0,0.1935,22,0.95,0.2,1.0,3,0,0,0,0,0,0,0,0
53,0,0,2,1,88.6792,0,0,0.1321,44,0.8,0.0385,1.0,2,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2381,13,0.9,0.2,1.0,3,0,0,0,0,0,0,0,0
35,0,0,1,1,62.8571,0,0,0.2,26,0.95,0.0882,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,0,78.5714,0,0,0.2143,21,0.5,0.1481,1.0,2,0,0,0,0,0,0,0,0
33,0,0,1,1,81.8182,0,0,0.1515,25,0.95,0.125,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,0,64.2857,0,0,0.1786,21,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
86,0,0,1,1,88.3721,0,0,0.1163,16,0.95,0.0588,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.2083,16,0.5,0.1739,1.0,2,2,0,0,26,0,1,0,1
37,0,0,1,1,75.6757,0,0,0.2162,28,0.95,0.0833,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.2069,21,0.5,0.1429,1.0,2,0,0,0,0,0,0,0,0
29,0,0,1,1,79.3103,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
34,0,0,0,1,70.5882,0,0,0.2353,9,0.9,0.0909,1.0,2,0,0,0,0,0,0,0,0
207,0,0,3,0,98.0676,5,2,0.1643,52,0.3,0.034,0.9758,3,0,0,0,0,0,0,0,0
24,0,0,1,1,50.0,0,0,0.2083,16,0.95,0.1739,1.0,3,1,0,0,0,0,0,0,1
36,0,0,2,0,77.7778,0,0,0.1667,29,0.9,0.1143,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,81.4815,0,0,0.1852,19,0.5,0.1923,1.0,2,0,0,0,0,0,0,0,0
31,0,0,1,1,80.6452,0,0,0.1935,23,0.95,0.1333,1.0,3,0,0,0,0,0,1,0,1
32,0,0,1,0,71.875,0,0,0.1562,25,0.95,0.129,1.0,3,0,0,0,0,0,0,0,0
93,0,0,0,1,91.3978,0,0,0.086,19,0.95,0.0435,1.0,3,0,0,0,0,0,0,0,0
30,0,0,0,1,76.6667,0,0,0.1667,10,0.5,0.069,1.0,2,0,0,0,0,0,0,0,0
30,0,0,1,1,73.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
20,0,0,0,0,45.0,0,0,0.25,12,0.95,0.1053,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,1,69.2308,0,0,0.2308,15,0.95,0.16,1.0,3,0,0,0,0,0,0,0,0
43,0,0,2,1,86.0465,0,0,0.1628,34,0.8,0.0476,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,1,59.0909,0,0,0.2273,14,0.9,0.1905,1.0,3,1,0,0,12,0,1,0,1
63,0,0,1,1,82.5397,0,0,0.1587,41,0.8,0.0806,1.0,2,0,0,0,0,0,0,0,0
74,0,1,1,1,87.8378,1,1,0.1622,34,0.5,0.0411,0.9865,2,0,0,0,0,0,0,0,0
33,0,0,1,1,84.8485,0,0,0.1515,25,0.95,0.125,1.0,3,0,1,0,45,0,0,0,1
30,0,0,1,1,73.3333,0,0,0.1667,22,0.9,0.2069,1.0,3,0,0,0,0,0,0,0,0
22,0,0,1,1,50.0,0,0,0.2273,14,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,0,72.7273,0,0,0.2273,15,0.5,0.1905,1.0,2,0,0,0,0,0,0,0,0
20,0,0,1,0,55.0,0,0,0.3,13,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,82.8571,0,0,0.1714,27,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,0,65.5172,0,0,0.1724,22,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,0
36,0,0,1,1,72.2222,0,0,0.1667,27,0.95,0.1143,1.0,3,0,0,0,0,0,0,0,0
49,0,0,1,0,85.7143,0,0,0.1837,23,0.35,0.0833,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,0,60.7143,0,0,0.2143,21,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,0,72.0,0,0,0.2,18,0.5,0.1667,1.0,5,0,0,0,0,0,0,0,0
21,0,0,1,1,57.1429,0,0,0.2857,13,0.5,0.2,1.0,2,0,0,0,0,0,0,0,0
55,0,0,0,1,87.2727,0,0,0.1636,19,0.95,0.037,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,60.8696,0,0,0.2174,15,0.5,0.1818,1.0,2,0,0,1,96,0,1,0,1
46,0,0,2,1,89.1304,0,0,0.1522,37,0.8,0.0444,1.0,2,0,0,0,0,0,0,0,0
33,0,0,1,1,66.6667,0,0,0.2121,25,0.5,0.125,1.0,2,0,0,0,86,0,0,0,0
31,0,0,1,1,64.5161,0,0,0.2258,23,0.95,0.1333,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,75.0,0,0,0.2083,16,0.5,0.2174,1.0,2,0,0,0,0,0,0,0,0
22,0,0,1,0,68.1818,0,0,0.2273,15,0.95,0.1905,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,62.963,0,0,0.2593,18,0.5,0.1538,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.1724,21,0.95,0.1786,1.0,3,0,1,1,6,0,0,0,1
19,0,0,1,1,63.1579,0,0,0.2632,11,0.88,0.2222,1.0,2,0,0,0,0,0,0,0,0
31,0,0,0,1,77.4194,0,0,0.1935,16,0.95,0.0667,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,71.4286,0,0,0.1786,20,0.95,0.1481,1.0,3,0,0,0,0,0,0,0,0
48,0,0,0,1,79.1667,0,0,0.1667,16,0.95,0.1064,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,75.8621,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,0,0,1
28,0,0,1,1,60.7143,0,0,0.2143,19,0.5,0.1481,1.0,3,0,0,0,0,0,0,0,0
38,0,0,0,0,73.6842,0,0,0.1579,20,0.95,0.1081,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,73.3333,0,0,0.1667,22,0.9,0.1724,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,62.963,0,0,0.1852,20,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,74.359,0,0,0.1795,30,0.5,0.1053,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,0,80.0,0,0,0.2,18,0.5,0.1667,1.0,7,0,0,0,0,0,0,0,0
39,0,0,0,0,76.9231,0,0,0.1538,25,0.95,0.0789,1.0,3,0,0,0,0,0,0,0,0
43,0,0,1,1,74.4186,0,0,0.2326,34,0.5,0.0714,1.0,3,0,0,0,0,0,0,0,0
464,1,0,2,0,100.0,10,3,0.1401,13,0.5,0.041,0.9806,2,0,0,0,0,0,0,0,0
28,0,0,1,0,75.0,0,0,0.2143,20,0.95,0.1852,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,54.1667,0,0,0.25,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
28,0,0,2,1,64.2857,0,0,0.2143,20,0.9,0.1481,1.0,2,0,0,0,0,0,0,0,0
25,0,0,1,1,84.0,0,0,0.2,17,0.95,0.2083,1.0,3,0,0,0,0,0,0,0,0
30,0,0,1,1,73.3333,0,0,0.1667,22,0.95,0.1379,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,56.5217,0,0,0.2609,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
39,0,0,1,1,69.2308,0,0,0.1538,30,0.5,0.1053,1.0,3,0,0,0,0,0,0,0,0
52,0,0,1,1,80.7692,0,0,0.1538,43,0.8,0.0784,1.0,2,0,0,0,0,0,0,0,0
37,0,0,1,1,83.7838,0,0,0.1351,29,0.95,0.1111,1.0,3,0,0,0,0,0,0,0,0
25,0,0,1,1,84.0,0,0,0.2,17,0.9,0.1667,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,52.1739,0,0,0.2609,14,0.5,0.1364,1.0,3,0,0,0,0,0,0,0,0
27,0,0,2,1,62.963,0,0,0.2222,19,0.9,0.1923,1.0,2,2,0,0,35,0,1,0,1
55,0,0,1,1,85.4545,0,0,0.1818,33,0.5,0.0556,1.0,2,0,0,0,0,0,0,0,0
35,0,0,1,1,57.1429,0,0,0.2,26,0.95,0.1176,1.0,3,0,0,0,0,0,0,0,0
56,0,0,1,1,83.9286,0,0,0.1607,47,0.95,0.0909,1.0,3,0,0,0,0,0,0,0,0
26,0,0,1,0,80.7692,0,0,0.1923,19,0.95,0.2,1.0,3,1,0,0,0,1,1,0,1
39,0,0,1,1,69.2308,0,0,0.2051,21,0.95,0.0789,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,70.3704,0,0,0.2222,18,0.5,0.0769,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,58.6207,0,0,0.1724,21,0.88,0.1429,1.0,2,0,0,0,0,0,0,0,0
38,0,0,4,1,78.9474,0,0,0.2368,29,0.5,0.1081,1.0,4,0,0,0,0,0,0,0,0
29,0,0,1,1,72.4138,0,0,0.1724,21,0.95,0.1429,1.0,3,0,0,0,0,0,1,0,1
24,0,0,2,1,58.3333,0,0,0.25,16,0.5,0.1739,1.0,2,1,0,0,134,0,1,0,0
29,0,0,1,1,48.2759,0,0,0.2414,20,0.5,0.1071,1.0,3,0,0,0,0,0,0,0,0
29,0,0,1,1,68.9655,0,0,0.2069,20,0.35,0.0714,1.0,4,0,0,0,0,0,0,0,0
36,0,0,1,1,80.5556,0,0,0.1667,28,0.5,0.0571,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,66.6667,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
39,0,0,3,1,82.0513,0,0,0.2051,31,0.3,0.1579,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,1,70.3704,0,0,0.1852,19,0.95,0.1538,1.0,3,0,0,0,0,0,0,0,0
20,0,0,0,0,60.0,0,0,0.25,12,0.95,0.1579,1.0,3,0,0,0,0,0,0,0,0
24,0,0,1,1,58.3333,0,0,0.2083,16,0.95,0.1739,1.0,3,1,0,0,0,0,0,0,0
31,0,0,2,0,70.9677,0,0,0.1935,24,0.85,0.1333,1.0,3,0,0,0,0,0,0,0,0
27,0,0,1,0,77.7778,0,0,0.2222,19,0.8,0.0769,1.0,2,0,0,0,0,0,0,0,1
24,0,0,2,1,58.3333,0,0,0.25,16,0.5,0.1739,1.0,2,0,0,0,0,0,0,0,0
28,0,0,1,1,67.8571,0,0,0.1786,20,0.9,0.1481,1.0,3,0,0,0,0,0,0,0,0
46,0,0,1,1,67.3913,0,0,0.2174,37,0.5,0.1111,1.0,3,0,0,0,0,0,0,0,0
23,0,0,0,1,65.2174,0,0,0.2174,4,0.8,0.0909,1.0,2,0,0,0,0,0,0,0,0
19,0,0,1,0,47.3684,0,0,0.2632,12,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0
28,0,0,1,1,64.2857,0,0,0.1786,20,0.95,0.2222,1.0,3,0,0,0,0,0,0,0,0
20,0,0,1,1,70.0,0,0,0.25,12,0.5,0.2105,1.0,2,0,0,0,0,0,0,0,0
24,0,0,1,1,75.0,0,0,0.2083,16,0.95,0.1739,1.0,3,0,0,0,0,0,0,0,0
21,0,0,1,1,61.9048,0,0,0.2381,13,0.9,0.25,1.0,3,0,0,0,0,0,0,0,0
23,0,0,1,1,65.2174,0,0,0.2174,15,0.95,0.1818,1.0,3,0,0,0,0,0,0,0,0
192,1,0,2,0,98.4375,5,3,0.2135,14,0.5,0.089,0.9792,2,0,0,0,0,0,0,0,0
29,0,0,1,0,58.6207,0,0,0.2069,22,0.35,0.1429,1.0,4,0,0,0,0,0,0,0,0
